iter	Logloss
495	0.05802554257
496	0.05773234367
497	0.05725482532
498	0.05704152341
499	0.05679704705
500	0.05655926344
501	0.05610393748
502	0.05566898171
503	0.05524549192
504	0.05493375477
505	0.05452403
506	0.05426422187
507	0.05401829311
508	0.0537566944
509	0.05336660998
510	0.05298561953
511	0.05274830789
512	0.0525719268
513	0.0523512777
514	0.05209692157
515	0.05188294333
516	0.0516426174
517	0.05139774206
518	0.0512468085
519	0.05100730244
520	0.05088861135
521	0.05077188356
522	0.05053812874
523	0.05040016466
524	0.05025697241
525	0.0499145936
526	0.04968894988
527	0.04955210978
528	0.04941895787
529	0.04928359693
530	0.0490366707
531	0.0488312877
532	0.0486124608
533	0.04839154895
534	0.04828319744
535	0.04816076707
536	0.04805683603
537	0.04786095814
538	0.04773496122
539	0.04753461663
540	0.04734160705
541	0.04722560668
542	0.04704965621
543	0.04695378761
544	0.04680798735
545	0.04664729079
546	0.04634387396
547	0.04615949855
548	0.0459775949
549	0.04580861208
550	0.04565537706
551	0.04548981968
552	0.04532768775
553	0.04516788648
554	0.04499690143
555	0.04495133186
556	0.04479521635
557	0.04464237787
558	0.04451011882
559	0.04446582892
560	0.0442442675
561	0.04409793932
562	0.04397070165
563	0.04381303885
564	0.0436889663
565	0.04353468272
566	0.0434463608
567	0.0432728456
568	0.04306549685
569	0.04282691041
570	0.04266364234
571	0.04250273413
572	0.04234461638
573	0.04214677032
574	0.04199236753
575	0.04191219563
576	0.04183325719
577	0.04168162541
578	0.04160063851
579	0.04152279241
580	0.04144633546
581	0.04128443708
582	0.04110737723
583	0.04094876805
584	0.04077596567
585	0.04055963974
586	0.04041441849
587	0.04024990237
588	0.0400394177
589	0.03987894253
590	0.03972953923
591	0.03960191474
592	0.0394558493
593	0.03931908462
594	0.03917973139
595	0.03902063564
596	0.03886784583
597	0.0387271521
598	0.03854113452
599	0.03835905815
600	0.03821168627
601	0.03808043928
602	0.03793643445
603	0.03777531215
604	0.03765087225
605	0.03749270828
606	0.03738543695
607	0.03725979523
608	0.03707843897
609	0.03695812517
610	0.03683971872
611	0.03667958415
612	0.03657753614
613	0.03645703014
614	0.03631801021
615	0.03621848992
616	0.03607322975
617	0.03597507185
618	0.03582239151
619	0.03569118101
620	0.03555738926
621	0.03544385336
622	0.0352798603
623	0.03515483895
624	0.03504434897
625	0.03492186507
626	0.03478213232
627	0.03467403626
628	0.0345550289
629	0.03444957733
630	0.0343028234
631	0.03418727554
632	0.0340841814
633	0.03398210175
634	0.03387042941
635	0.03374503097
636	0.03364572963
637	0.03354854973
638	0.03352474193
639	0.03338556874
640	0.03329714464
641	0.03326280506
642	0.03323896564
643	0.0331522348
644	0.03306573264
645	0.03298047124
646	0.03287552814
647	0.03279171428
648	0.03270890761
649	0.0326251862
650	0.03254336727
651	0.03244227779
652	0.0323614028
653	0.03221870199
654	0.03211945904
655	0.03198036856
656	0.03195890115
657	0.03185805739
658	0.03172620705
659	0.03162709304
660	0.03150620266
661	0.03142788459
662	0.03130218204
663	0.03127749599
664	0.03117801219
665	0.03115353536
666	0.03106659286
667	0.03104214522
668	0.03096666385
669	0.03085311578
670	0.03083238066
671	0.03072045531
672	0.03064689831
673	0.03062294454
674	0.03052337802
675	0.03043053588
676	0.03032244468
677	0.03023364593
678	0.03012671519
679	0.03010328935
680	0.03000011249
681	0.02993029478
682	0.02990764501
683	0.02980646309
684	0.0296902316
685	0.02965896227
686	0.02959694424
687	0.02957513381
688	0.02949013515
689	0.02939633447
690	0.02929875315
691	0.02927703517
692	0.02917525476
693	0.0291094634
694	0.0290491435
695	0.02902820159
696	0.02896362908
697	0.02887264563
698	0.02877916122
699	0.02872127903
700	0.02870052688
701	0.02863754058
702	0.02854917001
703	0.02852860762
704	0.02843850486
705	0.02836020382
706	0.0282713856
707	0.02821503853
708	0.02819513058
709	0.02813444575
710	0.02804920625
711	0.02799465948
712	0.02797496076
713	0.02788926144
714	0.02782989765
715	0.02781079253
716	0.02773747395
717	0.02767896652
718	0.02762617384
719	0.02760721713
720	0.02753526337
721	0.02751656454
722	0.02744327516
723	0.0273620839
724	0.02729127845
725	0.02727274505
726	0.02722154345
727	0.02720307087
728	0.02711553476
729	0.02704311147
730	0.02696508534
731	0.02688590361
732	0.02683104058
733	0.02675201698
734	0.0267345808
735	0.02666443951
736	0.0265972152
737	0.0265284655
738	0.02646203917
739	0.02644462002
740	0.02637110924
741	0.02630604773
742	0.02625357618
743	0.0261620721
744	0.02614414449
745	0.02609341485
746	0.02601839328
747	0.02594541044
748	0.02586038259
749	0.02584336242
750	0.02582601382
751	0.0257727224
752	0.02571129556
753	0.02566447063
754	0.02564765969
755	0.02559532925
756	0.0255238061
757	0.02546437419
758	0.02544826391
759	0.02543159407
760	0.02534992111
761	0.0253126159
762	0.02524342099
763	0.02516366511
764	0.02512656426
765	0.02509017623
766	0.02505383929
767	0.02500956886
768	0.024973845
769	0.02493062311
770	0.02486426733
771	0.02479724008
772	0.02472032576
773	0.02468542177
774	0.02462116553
775	0.02455204847
776	0.02448733242
777	0.02442435342
778	0.02436214564
779	0.02429504541
780	0.02422566803
781	0.02418138056
782	0.02413426613
783	0.02409426047
784	0.02406103757
785	0.02402149415
786	0.02397502199
787	0.02393613786
788	0.02389085536
789	0.02385228994
790	0.02381983095
791	0.02378214865
792	0.02373763493
793	0.0237059058
794	0.02366118772
795	0.02362436664
796	0.02358053655
797	0.02354901907
798	0.0235052425
799	0.02346200359
800	0.02342584912
801	0.02339521233
802	0.02335212669
803	0.0232816521
804	0.02323567867
805	0.02320532896
806	0.02315962558
807	0.02311420927
808	0.02308446047
809	0.02304979246
810	0.02302044752
811	0.02297589487
812	0.0229471776
813	0.02290295095
814	0.02284510768
815	0.02281646826
816	0.02278774855
817	0.0227471809
818	0.02271399936
819	0.02268587083
820	0.02264339583
821	0.02261563953
822	0.02257373625
823	0.02254147676
824	0.0225143384
825	0.02247338392
826	0.022446248
827	0.02240583361
828	0.02238498902
829	0.02235374159
830	0.0223330016
831	0.02226658257
832	0.02224614669
833	0.02220820164
834	0.0221707529
835	0.02215056273
836	0.02209607922
837	0.02203141913
838	0.02201206344
839	0.02194841541
840	0.02191184005
841	0.0218494498
842	0.02183448052
843	0.02181952827
844	0.02180479254
845	0.02174348247
846	0.02172899246
847	0.02171418375
848	0.02170009029
849	0.02168505776
850	0.02167114433
851	0.02161055195
852	0.02159657284
853	0.02158225069
854	0.02156844431
855	0.02153856414
856	0.0214795604
857	0.02145033953
858	0.02143634339
859	0.02141773214
860	0.02138864507
861	0.0213703282
862	0.02134112193
863	0.02130442493
864	0.0212473626
865	0.02122929631
866	0.02120215795
867	0.02118416952
868	0.02116679172
869	0.02113949523
870	0.02112224394
871	0.0211047664
872	0.02107788105
873	0.02106089008
874	0.02103473216
875	0.02099927348
876	0.02094406498
877	0.02092703508
878	0.020910229
879	0.02088461117
880	0.02086812136
881	0.0208514126
882	0.02082598939
883	0.02080932442
884	0.02078429534
885	0.02075542479
886	0.02074291025
887	0.02073051248
888	0.02068841701
889	0.02065469537
890	0.02060190269
891	0.02058937598
892	0.02057704147
893	0.02054082617
894	0.02051642963
895	0.02050423136
896	0.02049229948
897	0.02046827151
898	0.02045808155
899	0.02042237836
900	0.02039859976
901	0.02038679196
902	0.02037683312
903	0.0203532163
904	0.02034146932
905	0.02030621013
906	0.02028311515
907	0.02027326579
908	0.02026161612
909	0.02023598126
910	0.02018508254
911	0.02017560784
912	0.02012525286
913	0.02008533478
914	0.0200352389
915	0.02002413176
916	0.02001287013
917	0.01997385585
918	0.01994038723
919	0.01990214173
920	0.01986476597
921	0.01983166957
922	0.01980804181
923	0.0197988262
924	0.0197501657
925	0.0197390768
926	0.01971587356
927	0.01968331726
928	0.01963663953
929	0.01958894121
930	0.0195634657
931	0.01951282973
932	0.01949814631
933	0.01946871013
934	0.01943978242
935	0.01942926767
936	0.01940021588
937	0.01938960017
938	0.0193613427
939	0.0193524239
940	0.01932453744
941	0.01929670937
942	0.01926878764
943	0.01925833858
944	0.01923633108
945	0.01920881198
946	0.01918159456
947	0.01913145975
948	0.01910499651
949	0.01907871816
950	0.01905295435
951	0.01902706769
952	0.01897801185
953	0.01895247552
954	0.0189272737
955	0.01888312734
956	0.0188580204
957	0.01883359101
958	0.01880897065
959	0.01876551034
960	0.01874133397
961	0.01869807073
962	0.01865538164
963	0.01863156776
964	0.01858938835
965	0.01854812004
966	0.01852519658
967	0.01848427009
968	0.01844392261
969	0.01842163777
970	0.01838148005
971	0.0183597791
972	0.01831963841
973	0.01828076645
974	0.01825938176
975	0.01822041249
976	0.01818272289
977	0.01816119467
978	0.01812339802
979	0.01810269818
980	0.01806588805
981	0.0180290609
982	0.01800808615
983	0.01797217009
984	0.01793659463
985	0.01791634122
986	0.01788677488
987	0.01786686936
988	0.01783764362
989	0.01780306685
990	0.01778354329
991	0.01775466788
992	0.01773564305
993	0.01771637493
994	0.01768728543
995	0.01765367571
996	0.01763481996
997	0.01760669265
998	0.01757892662
999	0.01756064016
